# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	1982-08-26							4.91	A	11000	A	4.38	A		
USGS	02323500	1982-08-27							4.92	A	10900	A	4.39	A		
USGS	02323500	1982-08-28							4.93	A	10900	A	4.40	A		
USGS	02323500	1982-08-29							4.88	A	11100	A	4.35	A		
USGS	02323500	1982-08-30							4.82	A	10900	A	4.29	A		
USGS	02323500	1982-08-31							4.71	A	10700	A	4.18	A		
USGS	02323500	1982-09-01							4.72	A	9980	A	4.19	A		
USGS	02323500	1982-09-02							4.76	A	9330	A	4.23	A		
USGS	02323500	1982-09-03							4.73	A	8900	A	4.20	A		
USGS	02323500	1982-09-04							4.64	A	8700	A	4.11	A		
USGS	02323500	1982-09-05							4.48	A	8560	A	3.95	A		
USGS	02323500	1982-09-06							4.39	A	8570	A	3.86	A		
USGS	02323500	1982-09-07							4.21	A	8310	A	3.68	A		
USGS	02323500	1982-09-08							4.16	A	8130	A	3.63	A		
USGS	02323500	1982-09-09							4.14	A	8120	A	3.61	A		
USGS	02323500	1982-09-10							4.19	A	8070	A	3.66	A		
USGS	02323500	1982-09-11							4.10	A	8040	A	3.57	A		
USGS	02323500	1982-09-12							4.15	A	8000	A	3.62	A		
USGS	02323500	1982-09-13							4.18	A	8120	A	3.65	A		
USGS	02323500	1982-09-14							4.16	A	8310	A	3.63	A		
USGS	02323500	1982-09-15							4.29	A	8160	A	3.76	A		
USGS	02323500	1982-09-16							4.51	A	8090	A	3.98	A		
USGS	02323500	1982-09-17							4.64	A	8020	A	4.11	A		
USGS	02323500	1982-09-18							4.65	A	8020	A	4.12	A		
USGS	02323500	1982-09-19							4.65	A	7930	A	4.12	A		
USGS	02323500	1982-09-20							4.64	A	7870	A	4.11	A		
USGS	02323500	1982-09-21							4.67	A	7830	A	4.14	A		
USGS	02323500	1982-09-22							4.50	A	8200	A	3.97	A		
USGS	02323500	1982-09-23							4.10	A	8760	A	3.57	A		
USGS	02323500	1982-09-24							4.01	A	8310	A	3.48	A		
USGS	02323500	1982-09-25							4.12	A	8270	A	3.59	A		
USGS	02323500	1982-09-26							4.11	A	8000	A	3.58	A		
USGS	02323500	1982-09-27							4.16	A	8080	A	3.63	A		
USGS	02323500	1982-09-28							4.00	A	8200	A	3.47	A		
USGS	02323500	1982-09-29							3.83	A	8110	A	3.30	A		
USGS	02323500	1982-09-30							3.76	A	7950	A	3.23	A		
USGS	02323500	1982-10-01							3.85	A	7510	A	3.32	A		
USGS	02323500	1982-10-02							4.05	A	7190	A	3.52	A		
USGS	02323500	1982-10-03							4.16	A	7040	A	3.63	A		
USGS	02323500	1982-10-04							4.24	A	6740	A	3.71	A		
USGS	02323500	1982-10-05							4.31	A	6760	A	3.78	A		
USGS	02323500	1982-10-06							4.04	A	7150	A	3.51	A		
USGS	02323500	1982-10-07							4.03	A	6870	A	3.50	A		
USGS	02323500	1982-10-08							3.92	A	6790	A	3.39	A		
USGS	02323500	1982-10-09							3.97	A	6630	A	3.44	A		
USGS	02323500	1982-10-10							3.88	A	6750	A	3.35	A		
USGS	02323500	1982-10-11							3.61	A	6890	A	3.08	A		
USGS	02323500	1982-10-12							3.65	A	6430	A	3.12	A		
USGS	02323500	1982-10-13							4.02	A	5960	A	3.49	A		
USGS	02323500	1982-10-14							4.02	A	6230	A	3.49	A		
USGS	02323500	1982-10-15							3.70	A	6470	A	3.17	A		
USGS	02323500	1982-10-16							3.59	A	6430	A	3.06	A		
USGS	02323500	1982-10-17							3.41	A	6560	A	2.88	A		
USGS	02323500	1982-10-18							3.27	A	6610	A	2.74	A		
USGS	02323500	1982-10-19							3.31	A	6330	A	2.78	A		
USGS	02323500	1982-10-20							3.33	A	6220	A	2.80	A		
USGS	02323500	1982-10-21							3.35	A	6190	A	2.82	A		
USGS	02323500	1982-10-22							3.35	A	6220	A	2.82	A		
USGS	02323500	1982-10-23							3.05	A	6930	A	2.52	A		
USGS	02323500	1982-10-24							2.68	A	6820	A	2.15	A		
USGS	02323500	1982-10-25							2.83	A	6570	A	2.30	A		
USGS	02323500	1982-10-26							2.89	A	6620	A	2.36	A		
USGS	02323500	1982-10-27							2.80	A	6590	A	2.27	A		
USGS	02323500	1982-10-28							2.84	A	6220	A	2.31	A		
USGS	02323500	1982-10-29							3.32	A	5650	A	2.79	A		
USGS	02323500	1982-10-30							3.55	A	5650	A	3.02	A		
USGS	02323500	1982-10-31							3.56	A	5630	A	3.03	A		
USGS	02323500	1982-11-01							3.59	A	5520	A	3.06	A		
USGS	02323500	1982-11-02							3.66	A	6370	A	3.13	A		
USGS	02323500	1982-11-03							3.71	A	5650	A	3.18	A		
USGS	02323500	1982-11-04							3.86	A	5620	A	3.33	A		
USGS	02323500	1982-11-05							2.76	A	7440	A	2.23	A		
USGS	02323500	1982-11-06							2.29	A	7540	A	1.76	A		
USGS	02323500	1982-11-07							2.21	A	8030	A	1.68	A		
USGS	02323500	1982-11-08							2.43	A	6160	A	1.90	A		
USGS	02323500	1982-11-09							2.59	A	6060	A	2.06	A		
USGS	02323500	1982-11-10							2.60	A	5430	A	2.07	A		
USGS	02323500	1982-11-11							2.94	A	5840	A	2.41	A		
USGS	02323500	1982-11-12							3.49	A	6280	A	2.96	A		
USGS	02323500	1982-11-13							3.44	A	6030	A	2.91	A		
USGS	02323500	1982-11-14							3.05	A	6550	A	2.52	A		
USGS	02323500	1982-11-15							3.25	A	6300	A	2.72	A		
USGS	02323500	1982-11-16							2.76	A	5400	A	2.23	A		
USGS	02323500	1982-11-17							3.16	A	5800	A	2.63	A		
USGS	02323500	1982-11-18							3.28	A	5600	A	2.75	A		
USGS	02323500	1982-11-19							3.14	A	4690	A	2.61	A		
USGS	02323500	1982-11-20							2.98	A	4750	A	2.45	A		
USGS	02323500	1982-11-21							2.95	A	5370	A	2.42	A		
USGS	02323500	1982-11-22							2.84	A	4910	A	2.31	A		
USGS	02323500	1982-11-23							2.98	A	5420	A	2.45	A		
USGS	02323500	1982-11-24							3.13	A	5210	A	2.60	A		
USGS	02323500	1982-11-25							2.85	A	5440	A	2.32	A		
USGS	02323500	1982-11-26							2.94	A	5220	A	2.41	A		
USGS	02323500	1982-11-27							3.17	A	5160	A	2.64	A		
USGS	02323500	1982-11-28							3.42	A	5000	A	2.89	A		
USGS	02323500	1982-11-29							3.68	A	5040	A	3.15	A		
USGS	02323500	1982-11-30							3.44	A	5190	A	2.91	A		
USGS	02323500	1982-12-01							3.36	A	5160	A	2.83	A		
USGS	02323500	1982-12-02							3.34	A	5110	A	2.81	A		
USGS	02323500	1982-12-03							3.34	A	5020	A	2.81	A		
USGS	02323500	1982-12-04							3.34	A	5010	A	2.81	A		
USGS	02323500	1982-12-05							3.55	A	4870	A	3.02	A		
USGS	02323500	1982-12-06							3.18	A	5370	A	2.65	A		
USGS	02323500	1982-12-07							2.42	A	5720	A	1.89	A		
USGS	02323500	1982-12-08							2.23	A	5520	A	1.70	A		
USGS	02323500	1982-12-09							2.32	A	5300	A	1.79	A		
USGS	02323500	1982-12-10							2.62	A	5050	A	2.09	A		
USGS	02323500	1982-12-11							3.17	A	4820	A	2.64	A		
USGS	02323500	1982-12-12							3.60	A	5710	A	3.07	A		
USGS	02323500	1982-12-13							2.21	A	6230	A	1.68	A		
USGS	02323500	1982-12-14							2.36	A	5460	A	1.83	A		
USGS	02323500	1982-12-15							3.13	A	4730	A	2.60	A		
USGS	02323500	1982-12-16							3.77	A	5350	A	3.24	A		
USGS	02323500	1982-12-17							2.70	A	6330	A	2.17	A		
USGS	02323500	1982-12-18							2.46	A	5780	A	1.93	A		
USGS	02323500	1982-12-19							3.09	A	5180	A	2.56	A		
USGS	02323500	1982-12-20							2.97	A	5990	A	2.44	A		
USGS	02323500	1982-12-21							2.97	A	5720	A	2.44	A		
USGS	02323500	1982-12-22							2.90	A	5740	A	2.37	A		
USGS	02323500	1982-12-23							3.06	A	5560	A	2.53	A		
USGS	02323500	1982-12-24							3.32	A	5440	A	2.79	A		
USGS	02323500	1982-12-25							3.31	A	5750	A	2.78	A		
USGS	02323500	1982-12-26							3.29	A	5630	A	2.76	A		
USGS	02323500	1982-12-27							3.36	A	5520	A	2.83	A		
USGS	02323500	1982-12-28							3.55	A	5410	A	3.02	A		
USGS	02323500	1982-12-29							3.64	A	5480	A	3.11	A		
USGS	02323500	1982-12-30							3.35	A	5770	A	2.82	A		
USGS	02323500	1982-12-31							3.20	A	5840	A	2.67	A		
USGS	02323500	1983-01-01							3.11	A	5750	A	2.58	A		
USGS	02323500	1983-01-02							3.38	A	5600	A	2.85	A		
USGS	02323500	1983-01-03							3.49	A	6480	A	2.96	A		
USGS	02323500	1983-01-04							2.96	A	7120	A	2.43	A		
USGS	02323500	1983-01-05							3.11	A	7070	A	2.58	A		
USGS	02323500	1983-01-06							3.23	A	7570	A	2.70	A		
USGS	02323500	1983-01-07							3.45	A	7520	A	2.92	A		
USGS	02323500	1983-01-08							3.55	A	7780	A	3.02	A		
USGS	02323500	1983-01-09							3.90	A	7740	A	3.37	A		
USGS	02323500	1983-01-10							4.08	A	7870	A	3.55	A		
USGS	02323500	1983-01-11							4.16	A	8290	A	3.63	A		
USGS	02323500	1983-01-12							4.17	A	9090	A	3.64	A		
USGS	02323500	1983-01-13							3.88	A	9400	A	3.35	A		
USGS	02323500	1983-01-14							4.23	A	9240	A	3.70	A		
USGS	02323500	1983-01-15							4.51	A	9040	A	3.98	A		
USGS	02323500	1983-01-16							4.29	A	9800	A	3.76	A		
USGS	02323500	1983-01-17							4.48	A	9100	A	3.95	A		
USGS	02323500	1983-01-18							4.42	A	9320	A	3.89	A		
USGS	02323500	1983-01-19							4.15	A	9820	A	3.62	A		
USGS	02323500	1983-01-20							4.14	A	9010	A	3.61	A		
USGS	02323500	1983-01-21							4.57	A	8520	A	4.04	A		
USGS	02323500	1983-01-22							4.39	A	8980	A	3.86	A		
USGS	02323500	1983-01-23							4.42	A	9100	A	3.89	A		
USGS	02323500	1983-01-24							4.37	A	9580	A	3.84	A		
USGS	02323500	1983-01-25							4.53	A	9780	A	4.00	A		
USGS	02323500	1983-01-26							4.69	A	9920	A	4.16	A		
USGS	02323500	1983-01-27							5.10	A	9560	A	4.57	A		
USGS	02323500	1983-01-28							5.11	A	10500	A	4.58	A		
USGS	02323500	1983-01-29							5.10	A	10300	A	4.57	A		
USGS	02323500	1983-01-30							5.31	A	10200	A	4.78	A		
USGS	02323500	1983-01-31							5.37	A	10700	A	4.84	A		
USGS	02323500	1983-02-01							5.51	A	10400	A	4.98	A		
USGS	02323500	1983-02-02							6.02	A	10300	A	5.49	A		
USGS	02323500	1983-02-03							5.97	A	11600	A	5.44	A		
USGS	02323500	1983-02-04							5.60	A	13200	A	5.07	A		
USGS	02323500	1983-02-05							5.52	A	13300	A	4.99	A		
USGS	02323500	1983-02-06							5.88	A	12300	A	5.35	A		
USGS	02323500	1983-02-07							6.09	A	13200	A	5.56	A		
USGS	02323500	1983-02-08							5.97	A	14300	A	5.44	A		
USGS	02323500	1983-02-09							6.05	A	14400	A	5.52	A		
USGS	02323500	1983-02-10							6.30	A	13600	A	5.77	A		
USGS	02323500	1983-02-11							6.58	A	13800	A	6.05	A		
USGS	02323500	1983-02-12							6.49	A	15100	A	5.96	A		
USGS	02323500	1983-02-13							6.50	A	16100	A	5.97	A		
USGS	02323500	1983-02-14							6.65	A	15600	A	6.12	A		
USGS	02323500	1983-02-15							6.77	A	15500	A	6.24	A		
USGS	02323500	1983-02-16							6.98	A	15600	A	6.45	A		
USGS	02323500	1983-02-17							7.23	A	15700	A	6.70	A		
USGS	02323500	1983-02-18							7.39	A	17000	A	6.86	A		
USGS	02323500	1983-02-19							7.59	A	17400	A	7.06	A		
USGS	02323500	1983-02-20							7.81	A	18000	A	7.28	A		
USGS	02323500	1983-02-21							8.03	A	18000	A	7.50	A		
USGS	02323500	1983-02-22							8.28	A	18200	A	7.75	A		
USGS	02323500	1983-02-23							8.54	A	18900	A	8.01	A		
USGS	02323500	1983-02-24							8.71	A	19300	A	8.18	A		
USGS	02323500	1983-02-25							8.90	A	19700	A	8.37	A		
USGS	02323500	1983-02-26							9.04	A	20100	A	8.51	A		
USGS	02323500	1983-02-27							9.13	A	20300	A	8.60	A		
USGS	02323500	1983-02-28							9.31	A	20800	A	8.78	A		
USGS	02323500	1983-03-01							9.56	A	21400	A	9.03	A		
USGS	02323500	1983-03-02							9.64	A	21600	A	9.11	A		
USGS	02323500	1983-03-03							9.66	A	21600	A	9.13	A		
USGS	02323500	1983-03-04							9.70	A	21700	A	9.17	A		
USGS	02323500	1983-03-05							9.76	A	21900	A	9.23	A		
USGS	02323500	1983-03-06							9.83	A	22100	A	9.30	A		
USGS	02323500	1983-03-07							10.00	A	22500	A	9.47	A		
USGS	02323500	1983-03-08							10.02	A	22500	A	9.49	A		
USGS	02323500	1983-03-09							9.96	A	22400	A	9.43	A		
USGS	02323500	1983-03-10							9.95	A	22400	A	9.42	A		
USGS	02323500	1983-03-11							9.98	A	22400	A	9.45	A		
USGS	02323500	1983-03-12							10.05	A	22600	A	9.52	A		
USGS	02323500	1983-03-13							10.21	A	23000	A	9.68	A		
USGS	02323500	1983-03-14							10.41	A	23500	A	9.88	A		
USGS	02323500	1983-03-15							10.64	A	24100	A	10.11	A		
USGS	02323500	1983-03-16							10.90	A	24700	A	10.37	A		
USGS	02323500	1983-03-17							11.18	A	25500	A	10.65	A		
USGS	02323500	1983-03-18							11.39	A	26200	A	10.86	A		
USGS	02323500	1983-03-19							11.51	A	26500	A	10.98	A		
USGS	02323500	1983-03-20							11.62	A	26900	A	11.09	A		
USGS	02323500	1983-03-21							11.82	A	27400	A	11.29	A		
USGS	02323500	1983-03-22							11.89	A	27700	A	11.36	A		
USGS	02323500	1983-03-23							11.94	A	27800	A	11.41	A		
USGS	02323500	1983-03-24							12.07	A	28200	A	11.54	A		
USGS	02323500	1983-03-25							12.18	A	28500	A	11.65	A		
USGS	02323500	1983-03-26							12.23	A	28700	A	11.70	A		
USGS	02323500	1983-03-27							12.33	A	29000	A	11.80	A		
USGS	02323500	1983-03-28							12.42	A	29200	A	11.89	A		
USGS	02323500	1983-03-29							12.46	A	29400	A	11.93	A		
USGS	02323500	1983-03-30							12.49	A	29500	A	11.96	A		
USGS	02323500	1983-03-31							12.55	A	29700	A	12.02	A		
USGS	02323500	1983-04-01							12.59	A	29800	A	12.06	A		
USGS	02323500	1983-04-02							12.61	A	29800	A	12.08	A		
USGS	02323500	1983-04-03							12.62	A	29900	A	12.09	A		
USGS	02323500	1983-04-04							12.61	A	29800	A	12.08	A		
USGS	02323500	1983-04-05							12.57	A	29700	A	12.04	A		
USGS	02323500	1983-04-06							12.52	A	29600	A	11.99	A		
USGS	02323500	1983-04-07							12.48	A	29400	A	11.95	A		
USGS	02323500	1983-04-08							12.45	A	29400	A	11.92	A		
USGS	02323500	1983-04-09							12.56	A	29700	A	12.03	A		
USGS	02323500	1983-04-10							12.57	A	29700	A	12.04	A		
USGS	02323500	1983-04-11							12.47	A	29400	A	11.94	A		
USGS	02323500	1983-04-12							12.38	A	29100	A	11.85	A		
USGS	02323500	1983-04-13							12.33	A	29000	A	11.80	A		
USGS	02323500	1983-04-14							12.34	A	29000	A	11.81	A		
USGS	02323500	1983-04-15							12.49	A	29500	A	11.96	A		
USGS	02323500	1983-04-16							12.58	A	29700	A	12.05	A		
USGS	02323500	1983-04-17							12.57	A	29700	A	12.04	A		
USGS	02323500	1983-04-18							12.58	A	29700	A	12.05	A		
USGS	02323500	1983-04-19							12.66	A	30000	A	12.13	A		
USGS	02323500	1983-04-20							12.67	A	30000	A	12.14	A		
USGS	02323500	1983-04-21							12.67	A	30000	A	12.14	A		
USGS	02323500	1983-04-22							12.68	A	30000	A	12.15	A		
USGS	02323500	1983-04-23							12.92	A	30800	A	12.39	A		
USGS	02323500	1983-04-24							13.04	A	31100	A	12.51	A		
USGS	02323500	1983-04-25							13.04	A	31100	A	12.51	A		
USGS	02323500	1983-04-26							13.03	A	31100	A	12.50	A		
USGS	02323500	1983-04-27							13.03	A	31100	A	12.50	A		
USGS	02323500	1983-04-28							13.03	A	31100	A	12.50	A		
USGS	02323500	1983-04-29							13.04	A	31100	A	12.51	A		
USGS	02323500	1983-04-30							13.04	A	31100	A	12.51	A		
USGS	02323500	1983-05-01							13.04	A	31100	A	12.51	A		
USGS	02323500	1983-05-02							13.03	A	31100	A	12.50	A		
USGS	02323500	1983-05-03							13.01	A	31000	A	12.48	A		
USGS	02323500	1983-05-04							13.00	A	31000	A	12.47	A		
USGS	02323500	1983-05-05							12.92	A	30800	A	12.39	A		
USGS	02323500	1983-05-06							12.80	A	30400	A	12.27	A		
USGS	02323500	1983-05-07							12.64	A	29900	A	12.11	A		
USGS	02323500	1983-05-08							12.44	A	29300	A	11.91	A		
USGS	02323500	1983-05-09							12.20	A	28600	A	11.67	A		
USGS	02323500	1983-05-10							11.93	A	27800	A	11.40	A		
USGS	02323500	1983-05-11							11.62	A	26900	A	11.09	A		
USGS	02323500	1983-05-12							11.31	A	25900	A	10.78	A		
USGS	02323500	1983-05-13							11.01	A	25000	A	10.48	A		
USGS	02323500	1983-05-14							10.71	A	24300	A	10.18	A		
USGS	02323500	1983-05-15							10.43	A	23600	A	9.90	A		
USGS	02323500	1983-05-16							10.18	A	22900	A	9.65	A		
USGS	02323500	1983-05-17							10.01	A	22500	A	9.48	A		
USGS	02323500	1983-05-18							9.76	A	21900	A	9.23	A		
USGS	02323500	1983-05-19							9.50	A	21300	A	8.97	A		
USGS	02323500	1983-05-20							9.28	A	20700	A	8.75	A		
USGS	02323500	1983-05-21							9.06	A	20200	A	8.53	A		
USGS	02323500	1983-05-22							8.85	A	19600	A	8.32	A		
USGS	02323500	1983-05-23							8.66	A	19200	A	8.13	A		
USGS	02323500	1983-05-24							8.45	A	18600	A	7.92	A		
USGS	02323500	1983-05-25							8.23	A	18100	A	7.70	A		
USGS	02323500	1983-05-26							8.04	A	17500	A	7.51	A		
USGS	02323500	1983-05-27							7.87	A	17300	A	7.34	A		
USGS	02323500	1983-05-28							7.71	A	17100	A	7.18	A		
USGS	02323500	1983-05-29							7.62	A	16500	A	7.09	A		
USGS	02323500	1983-05-30							7.53	A	16300	A	7.00	A		
USGS	02323500	1983-05-31							7.40	A	16000	A	6.87	A		
USGS	02323500	1983-06-01							7.27	A	15700	A	6.74	A		
USGS	02323500	1983-06-02							7.05	A	15900	A	6.52	A		
USGS	02323500	1983-06-03							6.82	A	15600	A	6.29	A		
USGS	02323500	1983-06-04							6.65	A	15200	A	6.12	A		
USGS	02323500	1983-06-05							6.56	A	14500	A	6.03	A		
USGS	02323500	1983-06-06							6.49	A	14200	A	5.96	A		
USGS	02323500	1983-06-07							6.49	A	13300	A	5.96	A		
USGS	02323500	1983-06-08							6.55	A	13600	A	6.02	A		
USGS	02323500	1983-06-09							6.39	A	14000	A	5.86	A		
USGS	02323500	1983-06-10							6.32	A	14400	A	5.79	A		
USGS	02323500	1983-06-11							6.32	A	14600	A	5.79	A		
USGS	02323500	1983-06-12							6.39	A	14400	A	5.86	A		
USGS	02323500	1983-06-13							6.46	A	14200	A	5.93	A		
USGS	02323500	1983-06-14							6.46	A	14200	A	5.93	A		
USGS	02323500	1983-06-15							6.39	A	14300	A	5.86	A		
USGS	02323500	1983-06-16							6.29	A	14400	A	5.76	A		
USGS	02323500	1983-06-17							6.18	A	14300	A	5.65	A		
USGS	02323500	1983-06-18							6.09	A	13800	A	5.56	A		
USGS	02323500	1983-06-19							6.02	A	13300	A	5.49	A		
USGS	02323500	1983-06-20							5.93	A	12900	A	5.40	A		
USGS	02323500	1983-06-21							5.91	A	11900	A	5.38	A		
USGS	02323500	1983-06-22							5.91	A	12100	A	5.38	A		
USGS	02323500	1983-06-23							5.74	A	12000	A	5.21	A		
USGS	02323500	1983-06-24							5.63	A	11900	A	5.10	A		
USGS	02323500	1983-06-25							5.62	A	11700	A	5.09	A		
USGS	02323500	1983-06-26							5.66	A	11700	A	5.13	A		
USGS	02323500	1983-06-27							5.75	A	12000	A	5.22	A		
USGS	02323500	1983-06-28							5.85	A	12200	A	5.32	A		
USGS	02323500	1983-06-29							5.92	A	12400	A	5.39	A		
USGS	02323500	1983-06-30							5.97	A	12800	A	5.44	A		
USGS	02323500	1983-07-01							5.96	A	13100	A	5.43	A		
USGS	02323500	1983-07-02							5.92	A	12900	A	5.39	A		
USGS	02323500	1983-07-03							5.93	A	12900	A	5.40	A		
USGS	02323500	1983-07-04							5.96	A	13100	A	5.43	A		
USGS	02323500	1983-07-05							6.05	A	13300	A	5.52	A		
USGS	02323500	1983-07-06							6.16	A	13700	A	5.63	A		
USGS	02323500	1983-07-07							6.27	A	13500	A	5.74	A		
USGS	02323500	1983-07-08							6.30	A	13800	A	5.77	A		
USGS	02323500	1983-07-09							6.25	A	13700	A	5.72	A		
USGS	02323500	1983-07-10							6.26	A	13100	A	5.73	A		
USGS	02323500	1983-07-11							6.26	A	12900	A	5.73	A		
USGS	02323500	1983-07-12							6.19	A	12800	A	5.66	A		
USGS	02323500	1983-07-13							6.09	A	12600	A	5.56	A		
USGS	02323500	1983-07-14							5.96	A	12300	A	5.43	A		
USGS	02323500	1983-07-15							5.81	A	12100	A	5.28	A		
USGS	02323500	1983-07-16							5.66	A	11800	A	5.13	A		
USGS	02323500	1983-07-17							5.51	A	11800	A	4.98	A		
USGS	02323500	1983-07-18							5.32	A	11900	A	4.79	A		
USGS	02323500	1983-07-19							5.14	A	11700	A	4.61	A		
USGS	02323500	1983-07-20							5.10	A	10900	A	4.57	A		
USGS	02323500	1983-07-21							5.05	A	10700	A	4.52	A		
USGS	02323500	1983-07-22							5.00	A	10300	A	4.47	A		
USGS	02323500	1983-07-23							4.96	A	9990	A	4.43	A		
USGS	02323500	1983-07-24							4.90	A	9790	A	4.37	A		
USGS	02323500	1983-07-25							4.88	A	9470	A	4.35	A		
USGS	02323500	1983-07-26							4.88	A	9500	A	4.35	A		
USGS	02323500	1983-07-27							4.75	A	9650	A	4.22	A		
USGS	02323500	1983-07-28							4.58	A	9780	A	4.05	A		
USGS	02323500	1983-07-29							4.47	A	9430	A	3.94	A		
USGS	02323500	1983-07-30							4.58	A	9130	A	4.05	A		
USGS	02323500	1983-07-31							4.65	A	9330	A	4.12	A		
USGS	02323500	1983-08-01							4.56	A	9090	A	4.03	A		
USGS	02323500	1983-08-02							4.56	A	9300	A	4.03	A		
USGS	02323500	1983-08-03							4.47	A	9260	A	3.94	A		
USGS	02323500	1983-08-04							4.49	A	9310	A	3.96	A		
USGS	02323500	1983-08-05							4.62	A	9520	A	4.09	A		
USGS	02323500	1983-08-06							4.85	A	9780	A	4.32	A		
USGS	02323500	1983-08-07							5.12	A	9900	A	4.59	A		
USGS	02323500	1983-08-08							5.32	A	10200	A	4.79	A		
USGS	02323500	1983-08-09							5.42	A	10300	A	4.89	A		
USGS	02323500	1983-08-10							5.40	A	10400	A	4.87	A		
USGS	02323500	1983-08-11							5.38	A	10400	A	4.85	A		
USGS	02323500	1983-08-12							5.37	A	10500	A	4.84	A		
USGS	02323500	1983-08-13							5.31	A	10600	A	4.78	A		
USGS	02323500	1983-08-14							5.27	A	10800	A	4.74	A		
USGS	02323500	1983-08-15							5.06	A	11100	A	4.53	A		
USGS	02323500	1983-08-16							4.95	A	10900	A	4.42	A		
USGS	02323500	1983-08-17							4.93	A	10700	A	4.40	A		
USGS	02323500	1983-08-18							4.96	A	10400	A	4.43	A		
USGS	02323500	1983-08-19							4.97	A	10200	A	4.44	A		
USGS	02323500	1983-08-20							4.95	A	10100	A	4.42	A		
USGS	02323500	1983-08-21							4.92	A	9880	A	4.39	A		
USGS	02323500	1983-08-22							4.87	A	9650	A	4.34	A		
USGS	02323500	1983-08-23							4.85	A	9370	A	4.32	A		
USGS	02323500	1983-08-24							4.81	A	9210	A	4.28	A		
USGS	02323500	1983-08-25							4.52	A	9620	A	3.99	A		
USGS	02323500	1983-08-26							4.58	A	8680	A	4.05	A		
USGS	02323500	1983-08-27							4.66	A	8600	A	4.13	A		
USGS	02323500	1983-08-28							4.55	A	8650	A	4.02	A		
USGS	02323500	1983-08-29							4.40	A	8660	A	3.87	A		
USGS	02323500	1983-08-30							4.34	A	8610	A	3.81	A		
USGS	02323500	1983-08-31							4.35	A	8470	A	3.82	A		
USGS	02323500	1983-09-01							4.39	A	8110	A	3.86	A		
USGS	02323500	1983-09-02							4.46	A	7930	A	3.93	A		
USGS	02323500	1983-09-03							4.61	A	7620	A	4.08	A		
USGS	02323500	1983-09-04							4.56	A	7750	A	4.03	A		
USGS	02323500	1983-09-05							4.43	A	7660	A	3.90	A		
USGS	02323500	1983-09-06							4.36	A	7620	A	3.83	A		
USGS	02323500	1983-09-07							4.21	A	7740	A	3.68	A		
USGS	02323500	1983-09-08							4.16	A	7590	A	3.63	A		
USGS	02323500	1983-09-09							4.19	A	7420	A	3.66	A		
USGS	02323500	1983-09-10							4.16	A	7370	A	3.63	A		
USGS	02323500	1983-09-11							4.08	A	7340	A	3.55	A		
USGS	02323500	1983-09-12							3.99	A	7410	A	3.46	A		
USGS	02323500	1983-09-13							4.37	A	7290	A	3.84	A		
USGS	02323500	1983-09-14							4.51	A	7590	A	3.98	A		
USGS	02323500	1983-09-15							4.01	A	8270	A	3.48	A		
USGS	02323500	1983-09-16							4.06	A	7930	A	3.53	A		
USGS	02323500	1983-09-17							4.28	A	7980	A	3.75	A		
USGS	02323500	1983-09-18							4.37	A	8200	A	3.84	A		
USGS	02323500	1983-09-19							4.38	A	8290	A	3.85	A		
USGS	02323500	1983-09-20							4.43	A	8180	A	3.90	A		
USGS	02323500	1983-09-21							4.56	A	8090	A	4.03	A		
USGS	02323500	1983-09-22							4.55	A	8680	A	4.02	A		
USGS	02323500	1983-09-23							4.23	A	9190	A	3.70	A		
USGS	02323500	1983-09-24							4.15	A	9410	A	3.62	A		
USGS	02323500	1983-09-25							4.21	A	9510	A	3.68	A		
USGS	02323500	1983-09-26							4.29	A	9320	A	3.76	A		
USGS	02323500	1983-09-27							4.35	A	9160	A	3.82	A		
USGS	02323500	1983-09-28							4.38	A	9000	A	3.85	A		
